6.941900000000000546e+02,6.889099999999999682e+02,6.909199999999999591e+02,6.666599999999999682e+02,6.253999999999999773e+02,6.762899999999999636e+02,6.286699999999999591e+02,6.985499999999999545e+02
6.881299999999999955e+02,6.860599999999999454e+02,6.860700000000000500e+02,6.659400000000000546e+02,6.169800000000000182e+02,6.730299999999999727e+02,6.190399999999999636e+02,6.931499999999999773e+02
6.791799999999999500e+02,6.822400000000000091e+02,6.793799999999999955e+02,6.642999999999999545e+02,6.105000000000000000e+02,6.635399999999999636e+02,6.102999999999999545e+02,6.814700000000000273e+02
6.653700000000000045e+02,6.826100000000000136e+02,6.672899999999999636e+02,6.595199999999999818e+02,5.985199999999999818e+02,6.537899999999999636e+02,5.965900000000000318e+02,6.768799999999999955e+02
6.416200000000000045e+02,6.802599999999999909e+02,6.424900000000000091e+02,6.614900000000000091e+02,5.742200000000000273e+02,6.583099999999999454e+02,5.733400000000000318e+02,6.770900000000000318e+02
6.156399999999999864e+02,6.833799999999999955e+02,6.221799999999999500e+02,6.631799999999999500e+02,5.565700000000000500e+02,6.419500000000000455e+02,5.500399999999999636e+02,6.621599999999999682e+02
6.000099999999999909e+02,6.745499999999999545e+02,6.050499999999999545e+02,6.567899999999999636e+02,5.380499999999999545e+02,6.377699999999999818e+02,5.330099999999999909e+02,6.555199999999999818e+02
5.856100000000000136e+02,6.712500000000000000e+02,5.912300000000000182e+02,6.540499999999999545e+02,5.257799999999999727e+02,6.326799999999999500e+02,5.201599999999999682e+02,6.498899999999999864e+02
5.702100000000000364e+02,6.679400000000000546e+02,5.752100000000000364e+02,6.493500000000000227e+02,5.089800000000000182e+02,6.315199999999999818e+02,5.039700000000000273e+02,6.501100000000000136e+02
5.457799999999999727e+02,6.589099999999999682e+02,5.483899999999999864e+02,6.411000000000000227e+02,4.809300000000000068e+02,6.312400000000000091e+02,4.783199999999999932e+02,6.490599999999999454e+02
5.254600000000000364e+02,6.589400000000000546e+02,5.297500000000000000e+02,6.414400000000000546e+02,4.626200000000000045e+02,6.249900000000000091e+02,4.583399999999999750e+02,6.424900000000000091e+02
4.998199999999999932e+02,6.495900000000000318e+02,5.071299999999999955e+02,6.314600000000000364e+02,4.417799999999999727e+02,6.051399999999999864e+02,4.344800000000000182e+02,6.232699999999999818e+02
4.631399999999999864e+02,6.308099999999999454e+02,4.737900000000000205e+02,6.141799999999999500e+02,4.173100000000000023e+02,5.780299999999999727e+02,4.066600000000000250e+02,5.946599999999999682e+02
4.421299999999999955e+02,6.147100000000000364e+02,4.548700000000000045e+02,5.979900000000000091e+02,4.012500000000000000e+02,5.571100000000000136e+02,3.885000000000000000e+02,5.738300000000000409e+02
4.322799999999999727e+02,6.041499999999999773e+02,4.405000000000000000e+02,5.874500000000000455e+02,3.801899999999999977e+02,5.577699999999999818e+02,3.719700000000000273e+02,5.744700000000000273e+02
4.084399999999999977e+02,5.931900000000000546e+02,4.208600000000000136e+02,5.763400000000000318e+02,3.650400000000000205e+02,5.351699999999999591e+02,3.526200000000000045e+02,5.520099999999999909e+02
3.757099999999999795e+02,5.703200000000000500e+02,3.926499999999999773e+02,5.557100000000000364e+02,3.470400000000000205e+02,5.028100000000000023e+02,3.301000000000000227e+02,5.174099999999999682e+02
3.685000000000000000e+02,5.561299999999999955e+02,3.835799999999999841e+02,5.371399999999999864e+02,3.289300000000000068e+02,4.937500000000000000e+02,3.138500000000000227e+02,5.127400000000000091e+02
3.589599999999999795e+02,5.525399999999999636e+02,3.732300000000000182e+02,5.376200000000000045e+02,3.238299999999999841e+02,4.903600000000000136e+02,3.095600000000000023e+02,5.052799999999999727e+02
3.543700000000000045e+02,5.375900000000000318e+02,3.601800000000000068e+02,5.192000000000000455e+02,2.955099999999999909e+02,4.987500000000000000e+02,2.896999999999999886e+02,5.171499999999999773e+02
3.366999999999999886e+02,5.346900000000000546e+02,3.419599999999999795e+02,5.167799999999999727e+02,2.750500000000000114e+02,4.971499999999999773e+02,2.698000000000000114e+02,5.150599999999999454e+02
3.215500000000000114e+02,5.335099999999999909e+02,3.213399999999999750e+02,5.146499999999999773e+02,2.536599999999999966e+02,5.154099999999999682e+02,2.538700000000000045e+02,5.342799999999999727e+02
2.997900000000000205e+02,5.381499999999999773e+02,2.950600000000000023e+02,5.208200000000000500e+02,2.281399999999999864e+02,5.390700000000000500e+02,2.328700000000000045e+02,5.563999999999999773e+02
2.730000000000000000e+02,5.559700000000000273e+02,2.650199999999999818e+02,5.392799999999999727e+02,2.015200000000000102e+02,5.696000000000000227e+02,2.094900000000000091e+02,5.862999999999999545e+02
2.629100000000000250e+02,5.669800000000000182e+02,2.522299999999999898e+02,5.496299999999999955e+02,1.919199999999999875e+02,5.867400000000000091e+02,2.025999999999999943e+02,6.040900000000000318e+02
2.539399999999999977e+02,5.712599999999999909e+02,2.423199999999999932e+02,5.563300000000000409e+02,1.873199999999999932e+02,5.991299999999999955e+02,1.989499999999999886e+02,6.140599999999999454e+02
2.390500000000000114e+02,5.847500000000000000e+02,2.267500000000000000e+02,5.705000000000000000e+02,1.730399999999999920e+02,6.168600000000000136e+02,1.853400000000000034e+02,6.311000000000000227e+02
2.315900000000000034e+02,5.909099999999999682e+02,2.160399999999999920e+02,5.797899999999999636e+02,1.754000000000000057e+02,6.365800000000000409e+02,1.909499999999999886e+02,6.477000000000000455e+02
2.243899999999999864e+02,5.977799999999999727e+02,2.057100000000000080e+02,5.932000000000000455e+02,1.896999999999999886e+02,6.585700000000000500e+02,2.083799999999999955e+02,6.631499999999999773e+02
2.251699999999999875e+02,6.146499999999999773e+02,2.076999999999999886e+02,6.146200000000000045e+02,2.075900000000000034e+02,6.831299999999999955e+02,2.250600000000000023e+02,6.831599999999999682e+02
2.339699999999999989e+02,6.495700000000000500e+02,2.146100000000000136e+02,6.506499999999999773e+02,2.185000000000000000e+02,7.200299999999999727e+02,2.378600000000000136e+02,7.189500000000000455e+02
2.439799999999999898e+02,6.947999999999999545e+02,2.242899999999999920e+02,6.948200000000000500e+02,2.243899999999999864e+02,7.658799999999999955e+02,2.440800000000000125e+02,7.658500000000000227e+02
2.561299999999999955e+02,7.208500000000000227e+02,2.356899999999999977e+02,7.226200000000000045e+02,2.416399999999999864e+02,7.913300000000000409e+02,2.620799999999999841e+02,7.895599999999999454e+02
2.530600000000000023e+02,7.221299999999999955e+02,2.341599999999999966e+02,7.254099999999999682e+02,2.459600000000000080e+02,7.932999999999999545e+02,2.648600000000000136e+02,7.900199999999999818e+02
2.579900000000000091e+02,7.348400000000000318e+02,2.405699999999999932e+02,7.405599999999999454e+02,2.615299999999999727e+02,8.044500000000000455e+02,2.789599999999999795e+02,7.987400000000000091e+02
2.754300000000000068e+02,7.546299999999999955e+02,2.563799999999999955e+02,7.634299999999999500e+02,2.843399999999999750e+02,8.240099999999999909e+02,3.033999999999999773e+02,8.152100000000000364e+02
2.908299999999999841e+02,7.726799999999999500e+02,2.728199999999999932e+02,7.807999999999999545e+02,3.008799999999999955e+02,8.430299999999999727e+02,3.188899999999999864e+02,8.348999999999999773e+02
3.009700000000000273e+02,7.851599999999999682e+02,2.847599999999999909e+02,7.958099999999999454e+02,3.228399999999999750e+02,8.536900000000000546e+02,3.390400000000000205e+02,8.430399999999999636e+02
